match_type,date,english_name,url,language,display_order,source_file,notes,description_mode,site_label,link_description
exact_date_and_name,23-Jan,St. Emerentiana,https://en.wikipedia.org/wiki/Saint_Emerentiana,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,28-Jan,St. Agnes,https://www.newadvent.org/cathen/01214a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,28-Jan,St. Agnes,https://en.wikipedia.org/wiki/Agnes_of_Rome,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,6-Feb,St. Dorothy,https://www.newadvent.org/cathen/05135d.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,6-Feb,St. Dorothy,https://en.wikipedia.org/wiki/Dorothea_of_Caesarea,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,9-Feb,St. Apollonia,https://www.newadvent.org/cathen/01617c.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,9-Feb,St. Apollonia,https://en.wikipedia.org/wiki/Saint_Apollonia,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,4-Mar,St. Lucius I,https://www.newadvent.org/cathen/09411a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,4-Mar,St. Lucius I,https://en.wikipedia.org/wiki/Pope_Lucius_I,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,14-Apr,"SS. Tiburtius, Valerian & Maximus","https://en.wikipedia.org/wiki/Tiburtius,_Valerian,_and_Maximus",en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,10-May,SS. Gordian & Epimachus,https://www.newadvent.org/cathen/06649a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,10-May,SS. Gordian & Epimachus,https://en.wikipedia.org/wiki/Gordianus_and_Epimachus,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,19-May,St. Pudentiana,https://www.newadvent.org/cathen/12344b.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,19-May,St. Pudentiana,https://en.wikipedia.org/wiki/Pudentiana,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,25-May,St. Urban I,https://www.newadvent.org/cathen/15209a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,25-May,St. Urban I,https://en.wikipedia.org/wiki/Pope_Urban_I,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,26-May,St. Eleutherius,https://www.newadvent.org/cathen/05378a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,26-May,St. Eleutherius,https://en.wikipedia.org/wiki/Pope_Eleutherius,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,27-May,St. John I,https://www.newadvent.org/cathen/08421a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,27-May,St. John I,https://en.wikipedia.org/wiki/Pope_John_I,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,31-May,St. Petronilla,https://www.newadvent.org/cathen/11781b.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,31-May,St. Petronilla,https://en.wikipedia.org/wiki/Saint_Petronilla,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,2-Jul,Ss. Processus & Martinian,https://www.newadvent.org/cathen/12449a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,2-Jul,Ss. Processus & Martinian,https://en.wikipedia.org/wiki/Martinian_and_Processus,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,12-Jul,Ss. Nabor ＆ Felix,https://www.newadvent.org/cathen/10666b.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,12-Jul,Ss. Nabor ＆ Felix,https://en.wikipedia.org/wiki/Nabor_and_Felix,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,18-Jul,St. Symphorosa & her seven Sons,https://www.newadvent.org/cathen/14379a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,18-Jul,St. Symphorosa & her seven Sons,https://en.wikipedia.org/wiki/Symphorosa,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,20-Jul,St. Margaret,https://www.newadvent.org/cathen/09652b.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,20-Jul,St. Margaret,https://www.fisheaters.com/14holyhelpers-biographies.html,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,20-Jul,St. Margaret,https://en.wikipedia.org/wiki/Margaret_the_Virgin,en,3,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,23-Jul,St. Liborius,https://en.wikipedia.org/wiki/Liborius_of_Le_Mans,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,25-Jul,St. Christopher,https://www.newadvent.org/cathen/03728a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,25-Jul,St. Christopher,https://www.fisheaters.com/14holyhelpers-biographies.html,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,25-Jul,St. Christopher,https://en.wikipedia.org/wiki/Saint_Christopher,en,3,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,2-Aug,St. Stephen I,https://www.newadvent.org/cathen/14288a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,2-Aug,St. Stephen I,https://en.wikipedia.org/wiki/Pope_Stephen_I,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,6-Aug,"Ss. Xystus II Pope, Felicissimus ＆ Agapitus",https://www.newadvent.org/cathen/14031c.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,6-Aug,"Ss. Xystus II Pope, Felicissimus ＆ Agapitus",https://en.wikipedia.org/wiki/Pope_Sixtus_II,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,7-Aug,St. Donatus,https://en.wikipedia.org/wiki/Donatus_of_Arezzo,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,9-Aug,St. Romanus,https://en.wikipedia.org/wiki/Romanus_of_Rome,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,14-Aug,St. Eusebius,https://www.newadvent.org/cathen/05615a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,14-Aug,St. Eusebius,https://en.wikipedia.org/wiki/Eusebius_of_Rome,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,22-Aug,"Ss. Timothy, Hippolytus ＆ Symphorian",https://en.wikipedia.org/wiki/Symphorian_and_Timotheus,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,28-Aug,St. Hermes,https://en.wikipedia.org/wiki/Saint_Hermes,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,29-Aug,St. Sabina,https://www.newadvent.org/cathen/13290a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,29-Aug,St. Sabina,https://en.wikipedia.org/wiki/Saint_Sabina,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,8-Sep,St. Hadrian,https://www.newadvent.org/cathen/07105a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,8-Sep,St. Hadrian,https://en.wikipedia.org/wiki/Adrian_and_Natalia_of_Nicomedia,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,15-Sep,St. Nicomedes,https://www.newadvent.org/cathen/11069c.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,15-Sep,St. Nicomedes,https://en.wikipedia.org/wiki/Saint_Nicomedes,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,22-Sep,Ss. Maurice ＆ Companions,https://www.newadvent.org/cathen/10068c.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,22-Sep,Ss. Maurice ＆ Companions,https://en.wikipedia.org/wiki/Saint_Maurice,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,23-Sep,St. Thecla,https://www.newadvent.org/cathen/14564a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,23-Sep,St. Thecla,https://en.wikipedia.org/wiki/Thecla,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,7-Oct,Pope St. Mark,https://www.newadvent.org/cathen/09674a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,7-Oct,Pope St. Mark,https://en.wikipedia.org/wiki/Pope_Mark,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,9-Oct,"Ss. Denis, Rusticus & Eleutherius",https://www.newadvent.org/cathen/04721a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,9-Oct,"Ss. Denis, Rusticus & Eleutherius",https://en.wikipedia.org/wiki/Denis_of_Paris,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,21-Oct,St. Ursula and Companions,https://www.newadvent.org/cathen/15225d.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,21-Oct,St. Ursula and Companions,https://en.wikipedia.org/wiki/Saint_Ursula,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,4-Nov,Ss. Vitalis and Agricola,https://www.newadvent.org/cathen/15486b.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,4-Nov,Ss. Vitalis and Agricola,https://en.wikipedia.org/wiki/Vitalis_and_Agricola,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,9-Nov,St. Theodore,https://www.newadvent.org/cathen/14573a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,9-Nov,St. Theodore,https://en.wikipedia.org/wiki/Theodore_of_Amasea,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,10-Nov,"Ss. Tryphon, Respicius ＆ Nympha",https://www.newadvent.org/cathen/15079a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,10-Nov,"Ss. Tryphon, Respicius ＆ Nympha","https://en.wikipedia.org/wiki/Tryphon,_Respicius,_and_Nympha",en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,11-Nov,St. Mennas,https://www.newadvent.org/cathen/10178d.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,11-Nov,St. Mennas,https://en.wikipedia.org/wiki/Menas_of_Egypt,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,19-Nov,St. Pontianus,https://www.newadvent.org/cathen/12229b.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,19-Nov,St. Pontianus,https://en.wikipedia.org/wiki/Pope_Pontian,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,23-Nov,St. Felicitas,https://www.newadvent.org/cathen/06028a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,23-Nov,St. Felicitas,https://en.wikipedia.org/wiki/Felicitas_of_Rome,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,24-Nov,St. Chrysogonus,https://www.newadvent.org/cathen/03742b.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,24-Nov,St. Chrysogonus,https://en.wikipedia.org/wiki/Chrysogonus,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,26-Nov,St. Peter of Alexandria,https://www.newadvent.org/cathen/11771a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,26-Nov,St. Peter of Alexandria,https://en.wikipedia.org/wiki/Peter_I_of_Alexandria,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
